isBought,gender,education,house_val,MinAge,MaxAge,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
No,Female,High school,148681,46,55,Yes,G,Single,Yes,Professional,Low,Renter,South,2,5
No,Male,Some College,156469,46,55,Yes,F,Single,No,Sales/Service,Medium,Owner,South,3,6
No,Male,High school,0,36,45,Yes,C,Single,No,Sales/Service,Low,Owner,South,2,6
Yes,Female,High school,0,46,55,Yes,B,Single,No,Sales/Service,Low,Renter,Northeast,2,4
No,Male,Some College,207100,1,100,Yes,E,Married,No,Blue Collar,Medium,Owner,South,8,4
Yes,Male,Some College,296687,46,55,Yes,B,Married,No,Sales/Service,Low,Owner,Midwest,3,7
Yes,Male,High school,0,46,55,Yes,E,Married,No,Blue Collar,Low,Owner,South,4,5
Yes,Male,Graduated,361335,56,65,Yes,B,Married,No,Professional,Low,Owner,Midwest,1,10
Yes,Male,Some College,295444,46,55,Yes,E,Married,Yes,Professional,Low,Owner,Midwest,1,7
Yes,Female,High school,346301,26,35,No,C,Married,Yes,Sales/Service,High,Owner,Northeast,4,6
No,Male,Near high school,66080,1,100,No,F,Married,Yes,Blue Collar,Low,Renter,Midwest,9,1
Yes,Male,Graduated,896928,46,55,No,B,Single,Yes,Professional,Medium,Owner,Northeast,5,11
No,Male,High school,217455,56,65,No,B,Married,No,Blue Collar,Low,Owner,Northeast,3,5
Yes,Female,Bachelor,523200,1,100,Yes,B,Single,Yes,Professional,High,Owner,South,3,7
Yes,Male,Graduated,663570,56,65,No,C,Married,No,Professional,Medium,Owner,South,2,10
Yes,Female,Bachelor,1032448,26,35,Yes,C,Single,Yes,Professional,Low,Owner,South,1,9
No,Female,Near high school,692259,1,100,No,G,Married,Yes,Sales/Service,Low,Renter,Northeast,3,5
Yes,Female,Graduated,578332,56,65,Yes,B,Single,No,Professional,Low,Owner,Midwest,1,9
Yes,Female,Some College,0,36,45,Yes,J,Married,No,Blue Collar,Low,Owner,Midwest,6,5
No,Female,High school,225728,26,35,No,E,Single,Yes,Blue Collar,Low,Owner,West,6,5
Yes,Male,Graduated,1077922,56,65,No,B,Married,No,Professional,Low,Owner,Northeast,1,12
No,Male,High school,118308,1,100,No,G,Single,Yes,Blue Collar,Low,Renter,South,8,4
No,Female,Some College,15756,1,100,No,G,Married,Yes,Sales/Service,Low,Renter,South,8,2
No,Female,Some College,133320,46,55,No,G,Single,No,Blue Collar,Low,Renter,West,3,5
Yes,Male,Some College,0,1,100,No,G,Single,No,Sales/Service,Low,Renter,Northeast,9,2
No,Female,High school,0,66,100,No,D,Married,No,Retired,Low,Owner,Midwest,8,2
Yes,Male,Some College,0,36,45,Yes,C,Married,Yes,Blue Collar,Low,Owner,Midwest,1,7
No,Male,Bachelor,0,36,45,Yes,E,Married,No,Sales/Service,Low,Owner,Midwest,6,5
No,Male,High school,0,1,100,No,G,Single,No,Sales/Service,Low,Owner,Midwest,5,2
Yes,Female,Near high school,708761,46,55,Yes,F,Married,Yes,Sales/Service,Medium,Owner,South,2,5
Yes,Male,Bachelor,196470,36,45,Yes,C,Married,Yes,Sales/Service,Medium,Owner,Midwest,3,7
No,Female,High school,264259,56,65,Yes,B,Married,No,Sales/Service,Low,Owner,South,1,7
Yes,Female,Graduated,945673,46,55,Yes,B,Single,Yes,Sales/Service,Low,Owner,West,1,10
No,Female,Some College,119900,1,100,No,E,Single,No,Sales/Service,Low,Owner,South,9,6
No,Male,Some College,102318,26,35,Yes,I,Single,No,Blue Collar,Low,Owner,South,3,4
No,Male,Bachelor,0,46,55,Yes,E,Single,No,Professional,Low,Owner,South,2,5
Yes,Male,Bachelor,80289,56,65,Yes,B,Married,No,Retired,Low,Owner,South,3,5
No,Male,Near high school,90971,1,25,No,G,Single,Yes,Blue Collar,Low,Owner,Midwest,7,3
No,Female,High school,873090,66,100,Yes,E,Single,Yes,Retired,High,Owner,West,1,9
No,Female,High school,0,66,100,No,G,Single,Yes,Retired,Low,Renter,South,3,5
No,Male,Near high school,263235,1,100,No,G,Single,Yes,Farm,Low,Renter,West,8,2
No,Female,Graduated,1096758,26,35,Yes,B,Single,No,Professional,Low,Owner,Northeast,1,10
No,Female,Bachelor,205683,1,100,No,E,Single,Yes,Others,Low,Owner,South,1,5
No,Male,Graduated,0,1,100,Yes,B,Married,No,Sales/Service,Low,Owner,Northeast,7,5
No,Female,Some College,0,26,35,No,G,Single,No,Blue Collar,Low,Renter,Northeast,8,4
Yes,Female,Graduated,244596,46,55,No,B,Married,No,Professional,Low,Owner,South,4,5
Yes,Female,Some College,495950,36,45,Yes,F,Married,Yes,Sales/Service,Low,Owner,West,5,6
Yes,Male,Bachelor,1079100,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,1,12
Yes,Male,Bachelor,1379940,26,35,Yes,C,Single,No,Sales/Service,Medium,Owner,Northeast,1,12
No,Male,Some College,553284,56,65,No,E,Single,No,Professional,Low,Renter,West,8,6
No,Female,High school,0,56,65,No,B,Single,No,Others,Low,Owner,Midwest,3,4
Yes,Female,Some College,204811,36,45,Yes,F,Married,Yes,Professional,Medium,Owner,West,4,5
No,Female,Some College,0,56,65,No,J,Single,No,Sales/Service,Low,Renter,South,3,3
Yes,Male,Graduated,349628,36,45,Yes,B,Single,Yes,Professional,Low,Owner,South,2,6
No,Female,High school,698516,66,100,No,E,Single,No,Retired,Low,Renter,South,1,7
Yes,Male,Bachelor,0,36,45,Yes,A,Married,Yes,Others,Low,Renter,South,1,6
Yes,Female,Bachelor,445504,46,55,Yes,E,Single,No,Sales/Service,Low,Owner,South,1,8
Yes,Male,Bachelor,528682,56,65,Yes,B,Married,Yes,Professional,Low,Owner,South,1,5
Yes,Male,Graduated,0,56,65,Yes,B,Married,No,Professional,Low,Owner,West,3,10
No,Male,Bachelor,402864,36,45,Yes,B,Married,No,Professional,Low,Owner,Northeast,2,9
No,Female,Some College,0,26,35,Yes,A,Single,No,Professional,Low,Renter,West,5,2
Yes,Male,Some College,132435,36,45,Yes,C,Married,Yes,Blue Collar,Low,Owner,Midwest,6,6
Yes,Male,Some College,198533,26,35,Yes,J,Married,Yes,Professional,Low,Renter,Midwest,1,8
No,Male,Bachelor,221008,46,55,No,E,Single,Yes,Sales/Service,Low,Renter,South,8,6
No,Male,High school,0,1,100,Yes,F,Married,No,Blue Collar,Low,Renter,Northeast,8,4
Yes,Male,High school,0,66,100,No,F,Married,No,Retired,Low,Owner,Midwest,4,1
No,Female,Near high school,80383,1,100,Yes,J,Married,No,Sales/Service,Low,Owner,Midwest,2,1
Yes,Female,Near high school,0,1,25,No,A,Single,No,Sales/Service,Low,Owner,Northeast,4,5
Yes,Female,Bachelor,118701,46,55,Yes,J,Married,Yes,Professional,Low,Owner,Midwest,2,4
No,Female,Some College,349246,46,55,No,C,Married,No,Sales/Service,Low,Owner,South,1,7
Yes,Male,Some College,477049,36,45,Yes,C,Married,Yes,Professional,Low,Owner,South,3,6
No,Male,Bachelor,321005,36,45,Yes,B,Single,Yes,Professional,Low,Owner,Midwest,1,10
No,Male,Bachelor,17440,26,35,No,G,Single,Yes,Blue Collar,Low,Renter,Midwest,7,5
Yes,Female,Bachelor,879330,36,45,No,C,Married,Yes,Professional,High,Owner,South,1,8
Yes,Male,Some College,118346,1,25,Yes,B,Single,No,Others,Low,Owner,Northeast,2,5
Yes,Male,Unknown,1552846,1,100,Yes,B,Single,Yes,Others,High,Owner,South,1,12
Yes,Female,Some College,141198,1,25,No,D,Married,No,Sales/Service,Low,Owner,South,5,2
Yes,Female,Bachelor,806600,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,12
No,Male,Graduated,763000,36,45,No,E,Married,No,Professional,Low,Renter,Northeast,1,7
Yes,Male,Some College,506196,26,35,Yes,C,Married,Yes,Professional,Low,Owner,West,1,8
Yes,Female,Bachelor,438725,1,100,Yes,C,Single,Yes,Sales/Service,Medium,Owner,West,1,5
Yes,Female,Near high school,0,56,65,Yes,H,Single,Yes,Others,Low,Renter,Northeast,8,2
No,Male,Bachelor,1538894,66,100,Yes,B,Married,No,Retired,High,Owner,West,1,12
Yes,Female,Near high school,596848,1,100,Yes,B,Married,Yes,Professional,High,Owner,South,1,8
Yes,Male,Bachelor,290757,36,45,Yes,C,Married,Yes,Professional,Low,Owner,Northeast,1,8
Yes,Male,Graduated,0,26,35,Yes,A,Single,No,Sales/Service,Low,Renter,Northeast,8,4
Yes,Male,Bachelor,521565,56,65,Yes,H,Single,No,Professional,Low,Renter,West,1,7
No,Male,Unknown,0,36,45,No,G,Married,Yes,Blue Collar,Low,Renter,South,9,5
No,Female,Some College,0,26,35,No,G,Single,Yes,Sales/Service,Low,Renter,South,6,2
Yes,Female,Some College,190202,1,25,No,C,Married,Yes,Sales/Service,Medium,Owner,South,2,10
No,Female,High school,0,1,100,Yes,G,Single,No,Blue Collar,Low,Renter,Midwest,7,1
No,Male,High school,64048,26,35,No,G,Single,No,Blue Collar,Low,Renter,South,8,1
Yes,Male,High school,251626,46,55,No,E,Married,Yes,Sales/Service,Low,Owner,South,3,7
Yes,Male,High school,1114416,46,55,Yes,C,Married,No,Professional,High,Owner,West,1,8
Yes,Female,High school,0,1,100,Yes,A,Single,No,Sales/Service,Low,Renter,West,9,2
Yes,Female,High school,119527,46,55,No,F,Married,Yes,Sales/Service,Low,Owner,South,2,4
Yes,Female,Bachelor,252918,36,45,Yes,C,Single,Yes,Professional,High,Owner,South,2,5
No,Female,High school,223493,66,100,Yes,D,Single,No,Retired,Low,Owner,South,1,2
No,Female,Bachelor,0,66,100,No,E,Single,No,Retired,Low,Renter,West,3,6
Yes,Male,Near high school,82469,36,45,No,I,Single,Yes,Blue Collar,Low,Owner,Midwest,4,6
Yes,Male,Some College,269186,56,65,No,B,Married,No,Professional,Low,Owner,Northeast,2,7
Yes,Male,High school,96438,36,45,Yes,F,Married,Yes,Blue Collar,Low,Owner,South,3,5
Yes,Male,Bachelor,429732,26,35,Yes,C,Married,Yes,Professional,Low,Owner,West,3,10
Yes,Female,High school,209979,56,65,Yes,E,Married,No,Professional,Low,Renter,South,2,4
Yes,Male,Bachelor,0,46,55,No,A,Single,No,Sales/Service,Low,Renter,West,4,3
Yes,Female,Some College,0,46,55,No,G,Single,No,Sales/Service,Low,Renter,South,8,4
No,Male,Graduated,198816,46,55,No,B,Married,Yes,Professional,Low,Owner,Midwest,1,6
No,Male,Bachelor,391800,36,45,Yes,E,Single,Yes,Blue Collar,High,Owner,Northeast,3,6
No,Male,Some College,215820,1,100,Yes,H,Single,No,Sales/Service,Low,Renter,South,2,5
Yes,Male,Bachelor,368520,36,45,Yes,C,Married,Yes,Professional,High,Owner,Midwest,1,11
No,Female,High school,144034,36,45,No,G,Married,Yes,Others,Low,Renter,Northeast,5,1
Yes,Male,Bachelor,720446,46,55,Yes,B,Married,No,Professional,High,Owner,West,3,2
Yes,Male,Graduated,132729,36,45,Yes,C,Married,No,Sales/Service,Low,Owner,Midwest,3,7
Yes,Male,Bachelor,482325,46,55,No,J,Married,Yes,Sales/Service,Low,Renter,South,3,3
No,Male,Bachelor,141700,1,100,No,G,Single,No,Sales/Service,Low,Renter,Midwest,7,4
Yes,Male,Bachelor,305200,26,35,Yes,C,Married,Yes,Professional,High,Owner,South,2,5
Yes,Male,Some College,494511,46,55,Yes,C,Married,Yes,Professional,Medium,Owner,West,1,12
Yes,Male,High school,242389,1,100,Yes,C,Married,Yes,Sales/Service,Medium,Owner,South,1,6
Yes,Male,High school,522546,56,65,Yes,B,Married,No,Professional,Medium,Owner,West,2,8
No,Female,High school,54412,46,55,No,I,Married,No,Blue Collar,Low,Owner,South,7,1
No,Female,Graduated,138866,26,35,Yes,E,Single,No,Blue Collar,Low,Owner,South,4,5
No,Female,High school,163500,1,100,No,E,Single,Yes,Blue Collar,Low,Owner,Midwest,1,6
Yes,Male,High school,249392,46,55,Yes,E,Married,Yes,Blue Collar,Low,Renter,West,5,4
Yes,Female,Bachelor,824585,46,55,Yes,B,Single,No,Professional,Low,Owner,West,1,10
Yes,Male,High school,258657,66,100,No,C,Single,Yes,Retired,Low,Renter,West,2,6
No,Female,High school,142790,26,35,Yes,B,Single,Yes,Sales/Service,Low,Owner,Midwest,8,5
No,Female,Bachelor,588425,1,100,No,C,Single,Yes,Professional,Low,Renter,Midwest,1,12
No,Female,Bachelor,859377,66,100,Yes,B,Married,No,Retired,Medium,Owner,South,1,5
Yes,Male,Some College,413792,46,55,Yes,E,Married,Yes,Professional,Medium,Owner,West,1,7
Yes,Female,Some College,617408,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,8
Yes,Male,Bachelor,227330,36,45,Yes,I,Married,No,Professional,Low,Owner,West,1,4
No,Female,Graduated,0,66,100,Yes,E,Single,No,Retired,Low,Renter,Northeast,3,3
Yes,Male,High school,0,26,35,Yes,B,Single,No,Sales/Service,Low,Owner,Northeast,6,6
Yes,Female,Graduated,0,46,55,Yes,C,Single,Yes,Professional,Low,Owner,West,1,4
No,Female,Graduated,274680,56,65,Yes,D,Married,No,Professional,Low,Owner,South,1,11
No,Female,Graduated,196200,66,100,No,E,Single,No,Professional,Low,Owner,South,4,5
No,Female,Some College,169059,1,25,Yes,F,Single,Yes,Sales/Service,Low,Owner,Midwest,6,5
No,Male,High school,104912,26,35,No,F,Married,Yes,Blue Collar,Low,Renter,South,3,5
No,Male,Near high school,0,1,100,No,F,Married,Yes,Blue Collar,Low,Owner,Midwest,8,5
Yes,Male,Graduated,524222,46,55,Yes,B,Married,Yes,Professional,High,Owner,South,2,10
No,Female,High school,76038,1,25,No,J,Single,No,Blue Collar,Low,Owner,South,5,4
No,Male,Near high school,0,1,100,No,E,Single,No,Blue Collar,Low,Renter,West,9,2
Yes,Male,High school,0,1,100,No,G,Single,No,Blue Collar,Low,Renter,West,9,4
Yes,Male,Some College,504234,36,45,Yes,C,Married,Yes,Sales/Service,High,Owner,South,2,6
No,Male,Graduated,362316,46,55,Yes,B,Married,No,Professional,High,Owner,South,1,5
Yes,Male,Some College,21280,36,45,Yes,G,Married,Yes,Professional,Low,Owner,South,5,4
No,Male,Near high school,277950,56,65,Yes,C,Single,Yes,Sales/Service,Low,Renter,Northeast,3,6
No,Female,High school,68670,56,65,No,I,Single,Yes,Blue Collar,Low,Owner,South,3,2
No,Female,Some College,176776,66,100,Yes,J,Married,Yes,Sales/Service,Low,Owner,South,2,5
No,Female,High school,39567,56,65,Yes,D,Married,No,Sales/Service,Low,Owner,Northeast,3,4
Yes,Male,Some College,280173,1,100,Yes,A,Single,No,Professional,Low,Renter,West,1,5
Yes,Male,Graduated,307347,46,55,Yes,B,Married,Yes,Professional,Low,Owner,Northeast,2,5
No,Male,Some College,115976,46,55,Yes,G,Single,Yes,Professional,Low,Owner,South,8,5
Yes,Male,Graduated,237402,46,55,Yes,E,Married,No,Sales/Service,Medium,Owner,South,4,6
Yes,Male,Graduated,0,46,55,No,C,Married,Yes,Professional,Low,Owner,West,2,6
No,Male,Some College,97991,36,45,No,G,Single,No,Others,Low,Renter,South,3,4
Yes,Male,Bachelor,358174,66,100,Yes,D,Married,No,Retired,Low,Owner,Northeast,1,6
No,Female,High school,0,56,65,Yes,E,Married,No,Professional,Low,Renter,Northeast,9,5
Yes,Male,Bachelor,419230,36,45,Yes,C,Married,Yes,Blue Collar,Low,Owner,Northeast,2,10
No,Female,Some College,260946,66,100,No,I,Single,No,Retired,Medium,Owner,West,1,6
No,Female,Some College,0,36,45,No,F,Single,Yes,Sales/Service,Low,Renter,Midwest,5,6
No,Male,Bachelor,0,36,45,Yes,I,Married,No,Sales/Service,Low,Owner,Northeast,7,4
No,Female,Near high school,346620,36,45,Yes,C,Single,Yes,Professional,Low,Owner,Northeast,1,9
No,Male,Near high school,42266,36,45,No,G,Single,No,Sales/Service,Low,Renter,Midwest,9,4
No,Male,High school,0,46,55,No,J,Married,No,Blue Collar,Low,Owner,West,6,5
No,Female,High school,0,46,55,Yes,U,Single,No,Professional,Low,Renter,South,0,21
No,Female,Some College,35425,56,65,No,D,Single,No,Professional,Low,Owner,South,6,7
Yes,Male,High school,143945,56,65,No,B,Single,Yes,Others,Low,Owner,Midwest,3,5
Yes,Male,High school,347200,26,35,No,F,Single,No,Blue Collar,Low,Owner,Northeast,3,5
No,Male,Graduated,0,26,35,No,G,Single,No,Professional,Low,Renter,West,6,1
No,Male,High school,0,1,100,No,E,Single,No,Blue Collar,Low,Renter,Northeast,7,1
Yes,Male,Graduated,200124,26,35,Yes,C,Married,Yes,Others,Medium,Owner,South,2,4
Yes,Male,Bachelor,240940,66,100,Yes,C,Single,Yes,Retired,Medium,Owner,South,2,6
No,Female,Bachelor,609310,36,45,Yes,C,Single,Yes,Professional,Low,Owner,West,1,8
Yes,Male,Some College,280762,1,100,Yes,C,Married,No,Professional,High,Owner,South,1,6
No,Female,Near high school,0,66,100,Yes,D,Married,No,Professional,Low,Owner,West,4,4
Yes,Male,Bachelor,568162,36,45,Yes,C,Married,Yes,Blue Collar,High,Owner,West,1,6
Yes,Male,Bachelor,0,66,100,Yes,D,Married,No,Retired,Low,Owner,Northeast,2,6
No,Female,Near high school,143454,1,100,No,G,Single,Yes,Others,Low,Renter,West,3,5
No,Male,Graduated,512300,56,65,No,C,Single,Yes,Professional,High,Owner,Northeast,2,3
No,Female,Near high school,0,1,25,No,F,Single,Yes,Blue Collar,Low,Renter,South,4,1
Yes,Male,Some College,0,26,35,No,B,Married,No,Sales/Service,Low,Renter,Northeast,6,11
Yes,Male,Near high school,183708,26,35,No,C,Married,Yes,Sales/Service,Medium,Owner,South,2,6
No,Male,Unknown,126549,1,25,No,F,Single,Yes,Professional,Low,Owner,Midwest,1,4
Yes,Female,Bachelor,0,46,55,No,G,Single,No,Professional,Low,Renter,Midwest,9,4
No,Female,High school,252226,1,100,Yes,E,Single,Yes,Professional,Low,Owner,West,3,5
No,Female,Near high school,248683,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,South,9,3
No,Female,Some College,226856,26,35,Yes,E,Married,Yes,Professional,Low,Renter,South,6,5
No,Female,Bachelor,1000756,56,65,Yes,B,Single,Yes,Professional,High,Owner,South,1,3
No,Male,Bachelor,0,36,45,No,G,Single,Yes,Blue Collar,Low,Renter,Northeast,3,4
Yes,Male,Graduated,251136,36,45,Yes,E,Married,Yes,Professional,Medium,Owner,Midwest,3,9
No,Male,Near high school,206969,1,100,No,B,Married,No,Sales/Service,Low,Owner,South,1,11
No,Female,High school,86655,46,55,Yes,I,Single,No,Blue Collar,Low,Owner,South,6,5
No,Male,Some College,0,1,25,No,G,Single,No,Sales/Service,Low,Renter,West,4,4
Yes,Female,Bachelor,0,26,35,Yes,E,Single,Yes,Sales/Service,Low,Renter,Midwest,3,4
Yes,Male,Some College,562440,26,35,Yes,B,Married,Yes,Professional,High,Owner,West,1,9
Yes,Female,Some College,0,46,55,Yes,I,Single,No,Sales/Service,Low,Renter,Midwest,4,4
No,Male,Some College,81946,1,100,No,E,Married,No,Sales/Service,Low,Owner,Midwest,2,4
No,Male,Near high school,72397,56,65,No,F,Single,No,Sales/Service,Low,Renter,South,3,3
Yes,Male,Graduated,0,26,35,Yes,I,Single,No,Sales/Service,Low,Owner,South,6,6
Yes,Female,Some College,280740,66,100,Yes,B,Married,No,Retired,Low,Owner,Northeast,1,12
No,Female,Some College,286626,66,100,Yes,B,Single,No,Retired,Low,Owner,South,2,6
No,Female,Some College,281812,1,100,Yes,C,Married,Yes,Sales/Service,Low,Renter,South,4,8
No,Female,High school,102839,26,35,No,F,Married,Yes,Sales/Service,Low,Owner,South,9,4
Yes,Male,Some College,250700,46,55,Yes,F,Single,No,Blue Collar,Low,Owner,West,5,7
No,Female,Graduated,478728,1,100,Yes,D,Single,No,Sales/Service,Low,Owner,South,1,4
No,Female,High school,76191,46,55,No,F,Single,Yes,Sales/Service,Low,Owner,South,9,2
No,Male,High school,181386,46,55,Yes,F,Married,No,Blue Collar,Low,Owner,Northeast,9,4
No,Female,Near high school,146038,56,65,Yes,D,Single,No,Professional,Low,Owner,South,8,1
No,Female,Some College,85772,1,25,Yes,F,Single,No,Sales/Service,Low,Owner,Northeast,2,1
Yes,Male,Graduated,581225,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,1,12
Yes,Female,Some College,142833,56,65,Yes,B,Married,No,Sales/Service,Low,Owner,Midwest,6,7
No,Male,High school,0,66,100,Yes,D,Married,No,Retired,Low,Renter,West,6,8
Yes,Female,Some College,424446,46,55,Yes,B,Single,No,Professional,Low,Owner,Northeast,1,9
Yes,Female,High school,0,56,65,No,J,Single,Yes,Professional,Low,Owner,Midwest,3,5
No,Female,Near high school,93091,66,100,No,D,Single,No,Retired,Low,Owner,South,5,1
Yes,Male,Graduated,241184,46,55,Yes,I,Married,No,Professional,Low,Owner,South,5,3
No,Male,Some College,95647,26,35,No,F,Single,No,Blue Collar,Low,Owner,Midwest,3,1
Yes,Male,Bachelor,144277,36,45,Yes,F,Married,No,Professional,Low,Owner,South,2,5
Yes,Male,Bachelor,270175,36,45,Yes,C,Married,Yes,Sales/Service,Low,Renter,South,1,2
Yes,Male,Some College,473986,46,55,Yes,E,Married,Yes,Professional,Medium,Owner,Northeast,1,8
No,Male,High school,107520,1,100,No,F,Married,No,Blue Collar,Low,Renter,South,9,2
No,Female,Bachelor,47960,66,100,Yes,D,Married,No,Retired,Low,Owner,West,9,3
No,Female,Near high school,10355,1,100,Yes,J,Married,No,Sales/Service,Low,Owner,Midwest,6,4
No,Male,Near high school,0,26,35,No,G,Single,Yes,Professional,Low,Renter,West,9,4
No,Male,Some College,163892,36,45,No,E,Single,Yes,Blue Collar,Medium,Owner,Midwest,2,4
Yes,Female,Some College,363925,36,45,Yes,B,Married,Yes,Professional,High,Owner,South,1,6
No,Female,Some College,809434,1,100,No,A,Married,No,Professional,Low,Renter,West,2,8
No,Female,Some College,286332,46,55,No,G,Single,Yes,Sales/Service,Low,Renter,Northeast,8,8
Yes,Female,Graduated,184166,36,45,Yes,C,Married,Yes,Professional,Medium,Owner,South,2,8
Yes,Female,Bachelor,189333,56,65,Yes,E,Married,No,Sales/Service,Low,Owner,South,6,5
No,Male,High school,67165,56,65,Yes,J,Married,No,Blue Collar,Low,Renter,South,4,2
No,Female,Unknown,752100,1,100,Yes,B,Single,No,Professional,High,Owner,South,1,12
No,Male,Some College,0,1,100,No,F,Married,No,Sales/Service,Low,Renter,South,8,2
Yes,Male,Bachelor,273426,66,100,Yes,D,Married,Yes,Others,Medium,Owner,South,1,6
No,Female,Some College,0,1,25,No,E,Single,Yes,Blue Collar,Low,Renter,Midwest,6,4
No,Female,Some College,155194,36,45,No,C,Married,Yes,Blue Collar,Low,Owner,Midwest,6,9
No,Male,High school,0,36,45,No,G,Single,Yes,Blue Collar,Low,Renter,Northeast,9,2
Yes,Female,Some College,451172,36,45,Yes,B,Single,No,Sales/Service,Low,Renter,Northeast,1,7
Yes,Male,Some College,193605,1,25,Yes,A,Single,No,Professional,Low,Renter,Midwest,2,8
No,Male,Bachelor,301657,66,100,Yes,E,Married,Yes,Retired,Low,Owner,Northeast,3,5
Yes,Male,Bachelor,0,46,55,Yes,A,Married,Yes,Sales/Service,Low,Renter,South,2,11
No,Female,Some College,0,26,35,No,E,Married,Yes,Blue Collar,Low,Renter,West,5,3
No,Male,Graduated,577972,26,35,Yes,B,Married,Yes,Professional,High,Owner,South,2,9
Yes,Female,Near high school,0,1,100,Yes,G,Single,Yes,Sales/Service,Low,Renter,West,9,1
Yes,Male,Unknown,101893,1,100,Yes,F,Single,No,Others,Low,Owner,Northeast,3,5
Yes,Female,High school,166500,36,45,No,D,Married,No,Sales/Service,Low,Owner,Midwest,4,3
